Sort ID,Druckenbrod Sort ID,Key,APS call number,File name,Transaction number (on this page),APS Digital Library page image URL,APS notes,Druckenbrod notes,Date of entry,Time of entry as transcribed,Time of entry standardized,Wind direction as transcribed,Wind direction standardized,Temperature (Fahrenheit) as transcribed,Temperature (Fahrenheit) standardized,Daily temp high (Fahrenheit) as transcribed,Temp high entry time as transcribed,Temp high entry time standardized,Precipitation time,Precipitation type,Precipitation measurement (inches),Observer data,Meteorological observations as transcribed,Cloudy,Fair,Smoke,Misty,Frost,Snow,Sleet,Overcast,Clear,Rain,Foggy,Hail,Thunder,Lightning,Hazy,Muddy,Natural Phenomena,Birds,Mammals,Reptiles/Amphibians,Insects/Arthropods,Fish/Aquatic,Plants,Leafing,Losing Leaves,Blooming,Planted,Harvested,Availability of produce,Trees,Seasonal Phenomena,Other Observations Transcribed
2976,2379, APS-275576-147_01,Mss.551.5.M26,275576-147,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-04-26,sunrise,0:00,NE,NE,60,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,2380, APS-275576-147_01,Mss.551.5.M26,275576-147,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-04-26,4:00 PM,16:00,NE,NE,56,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,2381, APS-275576-147_02,Mss.551.5.M26,275576-147,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-04-27,sunrise,0:00,NE,NE,48,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,2382, APS-275576-147_02,Mss.551.5.M26,275576-147,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-04-27,4:00 PM,16:00,NE,NE,49,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,2383, APS-275576-147_03,Mss.551.5.M26,275576-147,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-04-28,sunrise,0:00,NE,NE,45,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,2384, APS-275576-147_03,Mss.551.5.M26,275576-147,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-04-28,4:00 PM,16:00,,,66,,,,,,,,James Madison,fair; much lightning & thunder & rain at night,,y,,,,,,,,y,,,y,y,,,,,,,,,,,,,,,,,,
2982,2385, APS-275576-147_04,Mss.551.5.M26,275576-147,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,"Null data in wind direction. "Fair" was originally written in this entry but was crossed out.""ull data in wind direction. "Fair" was originally written in th""ll data in wind direction. "Fair" ""l data",,1788-04-29,sunrise,0:00,SE/N,,52,,,,,,,,James Madison,cloudy fair,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,2386, APS-275576-147_04,Mss.551.5.M26,275576-147,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-04-29,4:00 PM,16:00,NE,NE,69,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,2387, APS-275576-147_05,Mss.551.5.M26,275576-147,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-04-30,sunrise,0:00,S/E,,46,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,2388, APS-275576-147_05,Mss.551.5.M26,275576-147,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-04-30,4:00 PM,16:00,SE/S,,71,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,2389, APS-275576-147_06,Mss.551.5.M26,275576-147,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-01,sunrise,0:00,SE/S,,56,,,,,,,,James Madison,fair - hard rain & thunder between 1 & 2 O'clock,,y,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
2987,2390, APS-275576-147_06,Mss.551.5.M26,275576-147,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-01,4:00 PM,16:00,SE/S,,72,,,,,,,,James Madison,"sun shine, but thunder. Cloud rising at west",y,,,,,,,,y,,,,y,,,,,,,,,,y,,,,y,,,,,Planted 517 cabbage plants
2988,2391, APS-275576-147_07,Mss.551.5.M26,275576-147,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-02,sunrise,0:00,SE/S,,66,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
2989,2392, APS-275576-147_07,Mss.551.5.M26,275576-147,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-02,4:00 PM,16:00,SE/S,,68,,,,,,,,James Madison,flying clouds after a small thunder shower,y,,,,,,,,,y,,,y,,,,,,,,,,y,,,y,,,,,,Forward Pease began to bloom
2990,2393, APS-275576-147_08,Mss.551.5.M26,275576-147,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-03,sunrise,0:00,SE/S,,60,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,2394, APS-275576-147_08,Mss.551.5.M26,275576-147,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-03,4:00 PM,16:00,SE/S,,69,,,,,,,,James Madison,cloudy & small shower of rain,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2992,2395, APS-275576-147_09,Mss.551.5.M26,275576-147,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-04,sunrise,0:00,SE/S,,56,,,,,,,,James Madison,"fair, after a rainy night, & hard wind at 9 o'clock",,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2993,2396, APS-275576-147_09,Mss.551.5.M26,275576-147,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-05-04,4:00 PM,16:00,W,W,74,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,2397, APS-275576-147_10,Mss.551.5.M26,275576-147,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-05,sunrise,0:00,SE/S,,62,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,2398, APS-275576-147_10,Mss.551.5.M26,275576-147,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-05-05,4:00 PM,16:00,SW,SW,73,,,,,,,,James Madison,"fair, windy",,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,2399, APS-275576-147_11,Mss.551.5.M26,275576-147,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-05-06,sunrise,0:00,W,W,56,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,2400, APS-275576-147_11,Mss.551.5.M26,275576-147,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-05-06,4:00 PM,16:00,S,S,73,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,2401, APS-275576-147_12,Mss.551.5.M26,275576-147,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-07,sunrise,0:00,NE,,64,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,2402, APS-275576-147_12,Mss.551.5.M26,275576-147,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-07,4:00 PM,16:00,SE/S,,75,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,2403, APS-275576-147_13,Mss.551.5.M26,275576-147,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-08,sunrise,0:00,SE/S,,60,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3001,2404, APS-275576-147_13,Mss.551.5.M26,275576-147,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,No temperature recorded. Null data in wind direction.,,1788-05-08,4:00 PM,16:00,SE/S,,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,2405, APS-275576-147_14,Mss.551.5.M26,275576-147,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-09,sunrise,0:00,NW/S,,62,,,,,,,,James Madison,clearing away after a very rainy night,,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,
3003,2406, APS-275576-147_14,Mss.551.5.M26,275576-147,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-09,4:00 PM,16:00,SE/S,,77,,,,,,,,James Madison,flying black clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,2407, APS-275576-147_15,Mss.551.5.M26,275576-147,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,,,1788-05-10,sunrise,0:00,NE,NE,50,,,,,,,,James Madison,thick mist,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,2408, APS-275576-147_15,Mss.551.5.M26,275576-147,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-10,4:00 PM,16:00,SE/NE,,55,,,,,,,,James Madison,cloudy after a misty day & small rain,y,,,y,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3006,2409, APS-275576-147_16,Mss.551.5.M26,275576-147,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-11,sunrise,0:00,SE/NE,,48,,,,,,,,James Madison,"cloudy, after rain in the night cloudy rainy",y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3007,2410, APS-275576-147_16,Mss.551.5.M26,275576-147,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-11,4:00 PM,16:00,W/SW,,64,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,2411, APS-275576-147_17,Mss.551.5.M26,275576-147,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-12,sunrise,0:00,SE/S,,50,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3009,2412, APS-275576-147_17,Mss.551.5.M26,275576-147,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-147,Null data in wind direction.,,1788-05-12,4:00 PM,16:00,S/SW,,68,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2413, APS-275576-149_01,Mss.551.5.M26,275576-149,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-13,sunrise,0:00,N/E,,50,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,2414, APS-275576-149_01,Mss.551.5.M26,275576-149,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-13,4:00 PM,16:00,SE/NE,,70,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3012,2415, APS-275576-149_02,Mss.551.5.M26,275576-149,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-14,sunrise,0:00,SE/NE,,50,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3013,2416, APS-275576-149_02,Mss.551.5.M26,275576-149,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-14,4:00 PM,16:00,SofE/S,,63,,,,,,,,James Madison,overcast; small rain in the evening,,,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,,,
3014,2417, APS-275576-149_03,Mss.551.5.M26,275576-149,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-15,sunrise,0:00,E,E,53,,,,,,,,James Madison,Overcast & small rain & small rain overnight,,,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,,,
3015,2418, APS-275576-149_03,Mss.551.5.M26,275576-149,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-15,4:00 PM,16:00,NE/NE,,58,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,2419, APS-275576-149_04,Mss.551.5.M26,275576-149,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-16,sunrise,0:00,NE,NE,56,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,2420, APS-275576-149_04,Mss.551.5.M26,275576-149,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-16,4:00 PM,16:00,S,S,66,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,2421, APS-275576-149_05,Mss.551.5.M26,275576-149,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-17,sunrise,0:00,SE/S,,62,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3019,2422, APS-275576-149_05,Mss.551.5.M26,275576-149,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-17,4:00 PM,16:00,S,S,80,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,,,Strawberrys first at Table.
3020,2423, APS-275576-149_06,Mss.551.5.M26,275576-149,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,"Null data in wind direction. Comment of "84 deg. at 10 O'clock AM" was split into separate entry below.""ull data in wind direction. Comment of "84 deg. at 10 O'clock ""ll data in wind direct",,1788-05-18,sunrise,0:00,SE/S,,64,,,,,,,,James Madison,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3021,2424, APS-275576-149_06,Mss.551.5.M26,275576-149,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-18,4:00 PM,16:00,W,W,76,,,,,,,,James Madison,cloud rise in the W. & raining,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3022,, APS-275576-149_06,Mss.551.5.M26,275576-149,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-18,At 10 O'clock AM,10:00,,,84,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,2425, APS-275576-149_07,Mss.551.5.M26,275576-149,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-19,sunrise,0:00,SE/S,,66,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,2426, APS-275576-149_07,Mss.551.5.M26,275576-149,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-19,4:00 PM,16:00,S,S,83,,,,,,,,James Madison,partly cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,2427, APS-275576-149_08,Mss.551.5.M26,275576-149,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-20,sunrise,0:00,SE/S,,70,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,2428, APS-275576-149_08,Mss.551.5.M26,275576-149,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Counting harvesting of tree fruit in Harvested column for the purposes of using the Harvested column to indicate labor,,1788-05-20,4:00 PM,16:00,S,S,82,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,y,,,,,y,y,y,,"& Cherries first gathered, but they were not ripe.Pease first at table."
3027,2429, APS-275576-149_09,Mss.551.5.M26,275576-149,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-21,sunrise,0:00,SE/S,,68,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,2430, APS-275576-149_09,Mss.551.5.M26,275576-149,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-21,4:00 PM,16:00,S,S,75,,,,,,,,James Madison,thunder cloud & a shower of rain,y,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
3029,2431, APS-275576-149_10,Mss.551.5.M26,275576-149,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-22,sunrise,0:00,SE/S,,56,,,,,,,,James Madison,"fair, after much rain overnight",,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3030,2432, APS-275576-149_10,Mss.551.5.M26,275576-149,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-22,4:00 PM,16:00,Easterly,E,66,,,,,,,,James Madison,fair & showry alternately,,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3031,2433, APS-275576-149_11,Mss.551.5.M26,275576-149,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-23,sunrise,0:00,S,S,48,,,,,,,,James Madison,"mixt clouds, & showry with hail about 10 O'clock",y,,,,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,
3032,2434, APS-275576-149_11,Mss.551.5.M26,275576-149,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-23,4:00 PM,16:00,NW,NW,60,,,,,,,,James Madison,several black clouds & showery & thunder,y,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
3033,2435, APS-275576-149_12,Mss.551.5.M26,275576-149,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-24,sunrise,0:00,S,S,47,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3034,2436, APS-275576-149_12,Mss.551.5.M26,275576-149,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-24,4:00 PM,16:00,W,W,61,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,2437, APS-275576-149_13,Mss.551.5.M26,275576-149,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-25,sunrise,0:00,S,S,52,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3036,2438, APS-275576-149_13,Mss.551.5.M26,275576-149,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,No temperature recorded.,,1788-05-25,4:00 PM,16:00,,,,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,2439, APS-275576-149_14,Mss.551.5.M26,275576-149,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-26,sunrise,0:00,NE,NE,60,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,2440, APS-275576-149_14,Mss.551.5.M26,275576-149,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-26,4:00 PM,16:00,N,N,69,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,2441, APS-275576-149_15,Mss.551.5.M26,275576-149,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-27,sunrise,0:00,S,S,46,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3040,2442, APS-275576-149_15,Mss.551.5.M26,275576-149,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-27,4:00 PM,16:00,N,N,69,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,2443, APS-275576-149_16,Mss.551.5.M26,275576-149,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-28,sunrise,0:00,SW,SW,56,,,,,,,,James Madison,fair & windy fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,2444, APS-275576-149_16,Mss.551.5.M26,275576-149,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,,,1788-05-28,4:00 PM,16:00,S,S,76,,,,,,,,James Madison,white cloud cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,2445, APS-275576-149_17,Mss.551.5.M26,275576-149,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-29,sunrise,0:00,N/NE,,52,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,2446, APS-275576-149_17,Mss.551.5.M26,275576-149,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-149,Null data in wind direction.,,1788-05-29,4:00 PM,16:00,N/W,,66,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,2447, APS-275576-151_01,Mss.551.5.M26,275576-151,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-05-30,sunrise,0:00,S,S,52,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3046,2448, APS-275576-151_01,Mss.551.5.M26,275576-151,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-05-30,4:00 PM,16:00,SE,SE,70,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,2449, APS-275576-151_02,Mss.551.5.M26,275576-151,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-05-31,sunrise,0:00,E/NE,,54,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,2450, APS-275576-151_02,Mss.551.5.M26,275576-151,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-05-31,4:00 PM,16:00,W,W,74,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,2451, APS-275576-151_03,Mss.551.5.M26,275576-151,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,"This entry includes "hazy" as a weather condition. Null data in wind direction.""his entry includes "hazy" as a weather condition. Null dat""is entry includes "hazy" as a weather ""s entry includes "h"" ",,1788-06-01,sunrise,0:00,SE/NE,,56,,,,,,,,James Madison,hazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,2452, APS-275576-151_03,Mss.551.5.M26,275576-151,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-01,4:00 PM,16:00,E,E,70,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,2453, APS-275576-151_04,Mss.551.5.M26,275576-151,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-02,sunrise,0:00,SE/E,SE/E,60,,,,,,,,James Madison,"overcast, thick",,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3052,2454, APS-275576-151_04,Mss.551.5.M26,275576-151,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-02,4:00 PM,16:00,SE,SE,71,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,2455, APS-275576-151_05,Mss.551.5.M26,275576-151,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-03,sunrise,0:00,SE/S,SE/S,62,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3054,2456, APS-275576-151_05,Mss.551.5.M26,275576-151,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-03,4:00 PM,16:00,E,E,68,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,2457, APS-275576-151_06,Mss.551.5.M26,275576-151,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-04,sunrise,0:00,E/NE,E/NE,62,,,,,,,,James Madison,"misty, after a fine season overnight",,,,y,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3056,2458, APS-275576-151_06,Mss.551.5.M26,275576-151,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-04,4:00 PM,16:00,S,S,72,,,,,,,,James Madison,clearing away,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3057,2459, APS-275576-151_07,Mss.551.5.M26,275576-151,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-05,sunrise,0:00,S,S,66,,,,,,,,James Madison,part cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,2460, APS-275576-151_07,Mss.551.5.M26,275576-151,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-05,4:00 PM,16:00,E,E,82,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3059,2461, APS-275576-151_08,Mss.551.5.M26,275576-151,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-06,sunrise,0:00,E,E,67,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3060,2462, APS-275576-151_08,Mss.551.5.M26,275576-151,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-06,4:00 PM,16:00,SE,SE,85,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3061,2463, APS-275576-151_09,Mss.551.5.M26,275576-151,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-07,sunrise,0:00,S,S,70,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3062,2464, APS-275576-151_09,Mss.551.5.M26,275576-151,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-07,4:00 PM,16:00,S,S,86,,,,,,,,James Madison,clear but cloud rising in the W.,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3063,2465, APS-275576-151_10,Mss.551.5.M26,275576-151,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-08,sunrise,0:00,NE,NE,70,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3064,2466, APS-275576-151_10,Mss.551.5.M26,275576-151,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-08,4:00 PM,16:00,E/NE,,74,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,2467, APS-275576-151_11,Mss.551.5.M26,275576-151,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-09,sunrise,0:00,SE/E,,63,,,,,,,,James Madison,Overcast & fog,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,
